1.548733e-03	5000
5.528305e-04	10000
2.659273e-04	15000
1.118483e-04	20000
4.370108e-05	25000
1.683763e-05	30000
6.298057e-06	35000
2.262027e-06	40000
7.795659e-07	45000
2.510178e-07	50000
7.015255e-08	55000
1.282315e-08	60000
2.760025e-09	65000
5.117118e-09	70000
4.140077e-09	75000
2.760062e-09	80000
1.705724e-09	85000
9.770690e-10	90000
5.658131e-10	95000
3.256899e-10	100000
