1.277222e+02	0
1.199786e+02	5000
1.172144e+02	10000
1.158848e+02	15000
1.153255e+02	20000
1.151070e+02	25000
1.150228e+02	30000
1.149913e+02	35000
1.149800e+02	40000
1.149761e+02	45000
1.149749e+02	50000
1.149745e+02	55000
1.149745e+02	60000
1.149745e+02	65000
1.149745e+02	70000
1.149745e+02	75000
1.149745e+02	80000
1.149745e+02	85000
1.149746e+02	90000
1.149746e+02	95000
1.149746e+02	100000
