750	954	1
755	141	1
248	849	1
253	786	1
760	684	1
775	584	1
758	582	1
255	768	1
256	60	1
261	227	1
760	730	1
257	983	1
249	832	1
752	821	1
747	999	1
517	412	1
258	492	1
258	848	1
257	95	1
262	138	1
775	447	1
256	327	1
753	732	1
256	473	1
255	775	1
764	954	1
256	367	1
261	8	1
258	760	1
258	854	1
260	551	1
757	702	1
759	525	1
255	987	1
264	732	1
756	795	1
256	973	1
255	615	1
739	261	1
751	716	1
259	419	1
755	367	1
760	842	1
758	870	1
758	509	1
760	834	1
761	30	1
260	812	1
756	746	1
242	863	1
239	675	1
756	295	1
755	46	1
257	587	1
750	31	1
760	196	1
255	320	1
779	624	1
259	831	1
757	490	1
251	436	1
260	889	1
257	507	1
261	192	1
251	10	1
247	189	1
254	629	1
260	693	1
756	912	1
252	732	1
760	692	1
756	329	1
245	694	1
250	757	1
251	419	1
261	77	1
243	606	1
760	883	1
258	837	1
755	285	1
759	720	1
251	812	1
756	763	1
758	482	1
252	675	1
754	311	1
749	107	1
255	314	1
257	868	1
824	825	1
264	210	1
250	425	1
752	844	1
759	555	1
731	347	1
755	123	1
755	443	1
759	548	1
257	513	1
762	184	1
262	936	1
754	12	1
258	724	1
757	499	1
757	426	1
752	457	1
250	144	1
259	535	1
253	73	1
245	750	1
257	265	1
250	430	1
756	754	1
741	151	1
260	698	1
256	897	1
750	585	1
761	540	1
765	605	1
255	298	1
756	436	1
267	430	1
760	107	1
759	712	1
744	83	1
747	882	1
256	31	1
768	86	1
258	117	1
258	580	1
756	807	1
256	46	1
738	626	1
250	721	1
257	258	1
766	261	1
756	323	1
775	456	1
757	672	1
256	39	1
250	935	1
756	316	1
249	532	1
286	275	1
747	992	1
757	396	1
255	603	1
245	557	1
262	144	1
262	785	1
261	555	1
240	499	1
747	192	1
757	850	1
258	231	1
756	742	1
308	229	1
764	948	1
755	274	1
279	311	1
755	152	1
762	938	1
258	749	1
757	412	1
267	724	1
759	877	1
739	943	1
756	362	1
756	332	1
758	454	1
256	290	1
259	166	1
760	837	1
256	272	1
738	930	1
738	956	1
755	257	1
256	741	1
760	822	1
762	536	1
256	217	1
257	872	1
244	739	1
255	281	1
257	568	1
262	221	1
756	302	1
258	238	1
260	679	1
256	0	1
265	606	1
250	958	1
264	955	1
269	675	1
727	325	1
759	996	1
256	387	1
258	251	1
251	887	1
255	305	1
756	814	1
736	455	1
755	84	1
270	753	1
774	998	1
261	408	1
254	780	1
256	393	1
754	928	1
754	630	1
250	407	1
262	185	1
757	857	1
256	302	1
755	342	1
256	576	1
264	204	1
240	582	1
755	352	1
758	503	1
259	129	1
262	947	1
252	379	1
754	625	1
754	595	1
778	351	1
750	179	1
766	150	1
257	278	1
259	380	1
755	288	1
266	197	1
755	265	1
267	191	1
751	836	1
245	551	1
250	953	1
753	96	1
756	345	1
256	822	1
756	575	1
766	626	1
759	310	1
752	604	1
256	916	1
258	498	1
749	688	1
765	927	1
511	259	1
793	944	1
276	279	1
8	867	-1
8	572	-1
989	870	-1
504	284	-1
9	384	-1
4	51	-1
506	574	-1
505	879	-1
478	257	-1
506	637	-1
17	327	-1
4	829	-1
504	242	-1
1	149	-1
10	447	-1
767	538	-1
996	581	-1
18	838	-1
498	19	-1
506	845	-1
2	89	-1
7	298	-1
542	424	-1
8	391	-1
507	438	-1
499	770	-1
25	813	-1
5	982	-1
515	29	-1
271	195	-1
3	60	-1
506	528	-1
6	899	-1
505	233	-1
7	857	-1
529	646	-1
7	841	-1
11	344	-1
505	84	-1
6	605	-1
501	453	-1
494	435	-1
997	519	-1
505	679	-1
506	932	-1
504	696	-1
510	311	-1
5	484	-1
34	530	-1
481	778	-1
8	539	-1
