171	489	1
159	963	1
172	960	1
130	681	1
171	860	1
420	455	1
169	332	1
664	59	1
668	452	1
744	217	1
670	345	1
669	549	1
186	317	1
668	892	1
647	490	1
167	256	1
639	968	1
670	910	1
166	226	1
169	327	1
164	286	1
323	142	1
169	99	1
162	192	1
673	308	1
667	871	1
669	391	1
665	788	1
662	200	1
170	986	1
312	882	1
168	109	1
169	354	1
632	555	1
692	690	1
679	643	1
669	363	1
169	78	1
671	200	1
162	716	1
167	744	1
666	767	1
186	245	1
174	668	1
147	886	1
164	366	1
667	531	1
167	502	1
169	314	1
921	622	1
170	19	1
655	676	1
168	429	1
666	232	1
688	987	1
169	306	1
449	494	1
84	748	1
180	891	1
612	45	1
179	427	1
665	226	1
668	484	1
168	164	1
170	89	1
668	384	1
665	23	1
670	329	1
681	531	1
667	476	1
148	877	1
168	455	1
167	497	1
656	396	1
668	886	1
430	736	1
668	108	1
669	397	1
107	842	1
169	826	1
674	936	1
166	245	1
719	639	1
667	493	1
170	73	1
687	780	1
364	42	1
160	701	1
664	940	1
675	700	1
665	776	1
664	192	1
165	6	1
138	842	1
168	919	1
148	242	1
183	190	1
166	735	1
662	164	1
663	990	1
663	982	1
567	657	1
532	18	1
666	759	1
669	357	1
668	509	1
152	738	1
178	567	1
173	289	1
668	415	1
170	981	1
173	365	1
169	517	1
180	844	1
674	968	1
667	258	1
173	478	1
668	437	1
169	379	1
684	203	1
164	550	1
667	255	1
173	550	1
683	870	1
166	241	1
661	157	1
665	218	1
168	116	1
667	749	1
674	158	1
164	476	1
641	545	1
169	878	1
666	17	1
669	542	1
169	318	1
166	788	1
411	871	1
165	738	1
921	92	1
169	301	1
694	637	1
150	571	1
236	712	1
776	644	1
285	230	1
667	971	1
173	966	1
663	291	1
664	175	1
673	312	1
674	984	1
164	568	1
167	844	1
665	144	1
668	459	1
667	607	1
161	184	1
169	342	1
167	606	1
179	838	1
193	186	1
664	30	1
659	307	1
567	125	1
167	270	1
667	874	1
669	370	1
166	894	1
168	407	1
927	881	1
609	647	1
186	236	1
155	528	1
672	293	1
170	94	1
173	934	1
168	121	1
670	349	1
663	67	1
660	642	1
162	692	1
642	334	1
669	374	1
660	313	1
696	538	1
657	98	1
668	490	1
961	328	1
161	709	1
181	881	1
688	393	1
282	854	1
168	463	1
169	527	1
682	493	1
667	267	1
668	583	1
546	57	1
614	959	1
165	771	1
172	42	1
181	498	1
171	52	1
177	561	1
416	960	1
425	619	1
181	528	1
658	698	1
173	186	1
669	553	1
156	666	1
169	152	1
170	948	1
664	186	1
648	580	1
161	851	1
191	106	1
200	675	1
166	796	1
699	657	1
174	9	1
662	206	1
643	636	1
171	38	1
156	677	1
673	677	1
698	671	1
927	396	1
672	661	1
662	633	1
672	962	1
925	992	1
670	99	1
676	67	1
160	426	1
673	947	1
705	708	1
668	466	1
165	44	1
199	748	1
173	678	1
910	210	1
168	398	1
672	953	1
170	28	1
163	935	1
154	846	1
654	662	1
665	867	1
653	652	1
430	452	-1
919	305	-1
420	352	-1
433	279	-1
920	236	-1
429	27	-1
420	652	-1
397	712	-1
927	619	-1
411	125	-1
414	452	-1
921	922	-1
920	120	-1
901	403	-1
413	260	-1
411	778	-1
919	667	-1
415	26	-1
173	491	-1
419	915	-1
154	704	-1
416	628	-1
420	578	-1
915	629	-1
926	730	-1
925	641	-1
427	463	-1
432	614	-1
427	254	-1
405	808	-1
421	228	-1
927	450	-1
423	874	-1
414	202	-1
424	523	-1
567	126	-1
646	579	-1
428	261	-1
913	207	-1
167	552	-1
920	851	-1
423	513	-1
628	558	-1
420	666	-1
419	998	-1
419	178	-1
411	116	-1
927	68	-1
889	622	-1
426	314	-1
921	889	-1
932	806	-1
920	429	-1
