995	478	1
601	294	1
283	56	1
725	359	1
465	413	1
934	487	1
992	581	1
471	121	1
915	942	1
219	731	1
478	887	1
483	240	1
247	924	1
978	340	1
980	171	1
412	48	1
491	386	1
982	89	1
451	780	1
477	609	1
709	561	1
980	153	1
974	857	1
984	506	1
475	967	1
252	886	1
482	404	1
85	511	1
598	828	1
993	367	1
713	873	1
694	380	1
456	234	1
323	364	1
716	887	1
948	230	1
723	941	1
993	767	1
491	324	1
940	724	1
981	231	1
461	444	1
960	700	1
678	429	1
566	724	1
517	199	1
462	747	1
553	957	1
457	461	1
898	649	1
30	199	1
19	309	1
741	306	1
6	660	1
962	722	1
995	358	1
478	464	1
207	287	1
461	678	1
473	323	1
984	695	1
918	781	1
268	112	1
258	592	1
994	803	1
476	996	1
454	393	1
694	399	1
653	114	1
971	679	1
961	759	1
391	293	1
975	1	1
958	745	1
778	236	1
600	62	1
982	292	1
982	652	1
112	279	1
977	201	1
489	554	1
699	857	1
435	228	1
567	714	1
715	517	1
460	706	1
948	237	1
656	202	1
483	45	1
203	401	1
429	598	1
22	897	1
839	312	1
475	921	1
426	952	1
450	278	1
450	810	1
10	286	1
488	716	1
19	252	1
976	357	1
992	937	1
766	875	1
844	135	1
656	248	1
248	623	1
488	366	1
940	648	1
742	66	1
495	815	1
512	651	1
450	270	1
471	103	1
978	399	1
185	565	1
987	525	1
915	562	1
544	820	1
487	541	1
97	301	1
994	562	1
457	641	1
951	285	1
961	121	1
215	696	1
462	982	1
384	111	1
629	305	1
487	504	1
176	982	1
23	589	1
370	526	1
454	366	1
379	588	1
979	259	1
485	670	1
185	352	1
599	67	1
457	200	1
948	794	1
741	650	1
975	964	1
487	355	1
598	613	1
160	249	1
435	659	1
500	398	1
199	844	1
974	422	1
29	96	1
332	394	1
973	831	1
957	397	1
31	16	1
932	854	1
983	984	1
450	410	1
743	594	1
980	116	1
106	556	1
460	143	1
459	896	1
22	985	1
1	844	1
458	824	1
17	462	1
754	184	1
994	783	1
166	89	1
404	469	1
239	370	1
996	455	1
451	796	1
765	726	1
992	966	1
962	564	1
456	534	1
980	174	1
213	661	1
483	233	1
976	948	1
113	231	1
836	988	1
960	932	1
493	297	1
487	729	1
652	466	1
470	579	1
916	892	1
192	428	1
273	554	1
338	471	1
964	461	1
268	87	1
224	788	1
214	207	1
495	777	1
480	146	1
485	54	1
929	832	1
622	901	1
776	651	1
314	702	1
952	346	1
207	300	1
391	500	1
950	624	1
892	260	1
240	355	1
479	208	1
957	665	1
949	168	1
160	484	1
880	652	1
451	317	1
699	737	1
517	193	1
445	512	1
202	374	1
455	869	1
84	175	1
76	254	1
693	238	1
40	223	1
963	94	1
53	611	1
976	22	1
195	442	1
483	276	1
0	399	1
952	578	1
627	434	1
17	330	1
236	194	1
471	87	1
976	310	1
385	544	1
495	804	1
919	773	1
482	254	1
459	9	1
518	97	1
982	289	1
924	547	1
482	631	1
796	800	1
963	476	1
462	50	1
476	301	1
454	353	1
463	505	1
735	972	-1
730	815	-1
708	877	-1
695	132	-1
618	72	-1
260	885	-1
76	511	-1
759	527	-1
594	832	-1
718	520	-1
665	703	-1
337	387	-1
266	152	-1
238	824	-1
738	576	-1
159	484	-1
164	86	-1
116	283	-1
267	371	-1
199	666	-1
717	347	-1
463	749	-1
747	560	-1
250	133	-1
749	749	-1
185	315	-1
921	776	-1
714	692	-1
233	780	-1
254	302	-1
251	48	-1
84	28	-1
113	436	-1
249	928	-1
609	617	-1
187	422	-1
265	996	-1
991	357	-1
699	856	-1
739	919	-1
364	461	-1
737	901	-1
30	638	-1
455	892	-1
260	596	-1
750	188	-1
760	666	-1
456	265	-1
968	735	-1
198	39	-1
764	685	-1
761	726	-1
681	600	-1
682	40	-1
714	851	-1
387	107	-1
471	419	-1
321	551	-1
249	454	-1
252	118	-1
956	930	-1
642	267	-1
203	878	-1
670	384	-1
45	220	-1
758	146	-1
25	899	-1
273	80	-1
753	602	-1
248	362	-1
924	227	-1
732	633	-1
181	570	-1
556	267	-1
650	117	-1
747	74	-1
15	460	-1
166	424	-1
173	979	-1
745	63	-1
733	683	-1
874	816	-1
361	286	-1
189	605	-1
225	701	-1
992	967	-1
244	563	-1
219	933	-1
914	564	-1
260	248	-1
766	819	-1
683	253	-1
767	241	-1
329	349	-1
350	864	-1
251	424	-1
182	349	-1
119	267	-1
827	991	-1
233	1	-1
736	598	-1
624	903	-1
374	585	-1
686	272	-1
410	49	-1
161	29	-1
366	529	-1
913	943	-1
166	252	-1
698	15	-1
223	902	-1
725	878	-1
427	599	-1
765	34	-1
458	802	-1
759	869	-1
737	530	-1
902	649	-1
685	390	-1
637	222	-1
115	277	-1
843	305	-1
265	553	-1
749	47	-1
934	486	-1
980	823	-1
984	954	-1
260	263	-1
937	111	-1
516	653	-1
573	718	-1
788	308	-1
367	487	-1
21	585	-1
750	319	-1
913	894	-1
198	852	-1
689	235	-1
702	740	-1
248	886	-1
250	349	-1
122	314	-1
758	152	-1
984	507	-1
235	649	-1
966	755	-1
679	518	-1
489	51	-1
539	82	-1
697	448	-1
428	955	-1
251	409	-1
187	168	-1
757	276	-1
56	610	-1
244	542	-1
246	508	-1
782	805	-1
555	957	-1
198	45	-1
228	194	-1
336	471	-1
499	550	-1
265	182	-1
751	413	-1
464	331	-1
734	644	-1
183	354	-1
178	111	-1
266	29	-1
711	559	-1
118	293	-1
229	724	-1
602	64	-1
744	493	-1
123	238	-1
238	631	-1
989	985	-1
172	262	-1
419	20	-1
758	881	-1
406	266	-1
772	74	-1
233	669	-1
214	260	-1
281	55	-1
141	184	-1
644	428	-1
173	508	-1
433	658	-1
761	638	-1
99	519	-1
989	296	-1
249	621	-1
876	651	-1
676	427	-1
253	340	-1
733	763	-1
247	377	-1
457	678	-1
953	624	-1
894	263	-1
749	312	-1
237	802	-1
16	280	-1
709	388	-1
689	217	-1
754	368	-1
764	195	-1
388	539	-1
188	433	-1
246	696	-1
248	484	-1
202	702	-1
135	351	-1
148	154	-1
697	903	-1
181	580	-1
174	990	-1
244	531	-1
695	86	-1
236	184	-1
968	705	-1
665	338	-1
752	390	-1
668	851	-1
248	79	-1
494	389	-1
707	48	-1
626	308	-1
272	108	-1
558	331	-1
109	554	-1
115	233	-1
654	205	-1
644	441	-1
968	680	-1
255	316	-1
678	552	-1
368	493	-1
727	945	-1
198	813	-1
664	684	-1
660	308	-1
262	931	-1
672	794	-1
760	216	-1
315	703	-1
165	480	-1
